id,optical_flow_mean,optical_flow_std,video_warmc,video_heavyl,video_activep,video_hards,video_darkProportion,video_lightPropertion,video_saturation,video_color_energy,video_color_std
1-294113-000033-000043,0.0008798790513537824,0.08288553357124329,-0.3003914833304246,3.430816872427984,1.682120653717359,-4.001507661394033,0.4953395061728395,0.16790123456790124,115.47010288065844,18.793289676741406,6050548.414269443
1-294113-000045-000055,0.017668306827545166,0.5508903861045837,-0.3400488358819346,2.4831136831275717,1.849882137127952,-2.9030783275462966,0.6463271604938272,0.07201646090534979,151.3227469135803,73.44221726339727,3524465.079051571
1-3045957-000149-000159,0.04435862973332405,0.48194339871406555,-0.3588375656045652,3.2849540798611105,1.5156139396943173,0.06271113679108724,0.6497656249999999,0.1729184027777778,122.6244045138889,3.065016236150345,137972648.6291362
1-3138116-000024-000034,0.0038477324414998293,0.7186069488525391,-0.46509858025634593,2.7160073456790133,1.4326357614677392,4.815663906153548,0.9381697530864198,0.01616296296296297,33.54275401234568,,24916555.201489195
1-3201662-000035-000045,0.17964597046375275,0.9691041111946106,-0.36425980870553887,2.5075695301783267,1.6098958088886943,0.3769978413816007,0.6594993141289437,0.10726808984910835,115.66443415637859,2.9536344883568924,213170877.79726636
1-3545880-000004-000014,0.003929290920495987,0.17758852243423462,-0.34273589500805074,3.1538613750812217,1.541173313175973,-1.010901612121305,0.6040428037686809,0.18764416829109806,105.263113222872,1.874065095352984,365557199.2616256
1-4269607-000002-000012,0.005014350637793541,2.523088216781616,-0.39995505107129525,3.308137570730453,1.5283325219588375,1.231765899080503,0.5692145704732511,0.13774948559670783,78.32154996141975,,223463281.3205186
2-1065435-000102-000112,0.29364195466041565,1.2129627466201782,-0.36392143879151667,1.3084476451760405,2.2290664030877507,-2.3105036329732513,0.6852537722908092,0.004629629629629629,74.2201817558299,4.371002748686816,10012850.552325105
2-1558545-000045-000055,0.0020346033852547407,0.09823156893253326,-0.33414423088249384,3.07251634837963,2.1361951524228604,-3.816189161964699,0.48720196759259254,0.0581886574074074,69.5818894675926,8.388181277106577,4484457.833106175
2-1734827-000020-000030,0.041080571711063385,0.5452772378921509,-0.33914173846818535,3.165045173611111,1.9851188957931525,-2.928526480251736,0.4533305555555555,0.13269999999999998,91.07857291666666,15.305335557764172,58603466.48383212
2-1885599-000012-000022,0.0005158988642506301,0.19559964537620544,-0.35198216305961133,2.248361527777778,1.814113845100867,-1.5387715390625,0.7496,0.05844444444444446,112.46075833333335,3.6064796502306926,66061048.73737101
2-1885599-000135-000145,0.004684357438236475,0.3420751690864563,-0.30415241820970157,2.8314173611111118,1.8561179684226317,-2.1452696875000004,0.45427500000000004,0.15106388888888886,103.12311944444446,3.7573362294512513,77119766.64977251
2-1984284-000017-000027,3.1721462789846555e-08,0.000553461373783648,-0.477840656960633,3.193088472222222,1.265081144907651,6.178914190972221,0.7294076388888889,0.20897291666666665,10.911974305555555,1.0540056398077344,35120267.32891445
2-2037030-000145-000155,0.0040510413236916065,0.2090134471654892,-0.31919125000870463,2.807282670454546,1.977355987819561,-2.6450644486860795,0.5094517045454545,0.12194318181818183,91.93083806818181,4.0869618449572656,79613489.88537587
2-2147587-000145-000155,0.40658706426620483,3.0662007331848145,-0.4203543517091648,2.7080949074074083,1.6408581328940846,0.4288927466121713,0.8167817644032921,0.025576774691358023,65.8709162808642,3.05712216958714,27521295.644733686
2-2285643-000015-000025,0.07214963436126709,0.49756288528442383,-0.2591169734129216,1.8323100694444445,2.458547800829816,-3.146879618055556,0.2234576388888889,0.08814583333333333,61.00034305555556,4.505919017535558,39038848.56961628
2-2384563-000015-000025,0.014210284687578678,0.48677533864974976,-0.3940351975430176,2.086017252604167,1.7011167158846272,-1.9099475221987123,0.7896014178240741,0.06006872106481482,66.94513961226852,5.748834069091996,20856249.531691555
2-2527417-000035-000045,0.0005496537778526545,0.26628321409225464,-0.3848226114293163,2.6144475650091237,1.5962932785113153,-0.6145831471092805,0.7610192366180049,0.08242187499999999,133.21381253801704,7.4190370877025105,7540207.908581104
2-2660693-000115-000125,2.832843347277958e-05,0.7341725826263428,-0.3668140578513211,3.9625819227430568,1.4621874192776314,-2.768846800627532,0.45143156828703707,0.2378052662037037,65.42298249421297,3.432645251186902,127758459.8920542
2-2810002-000125-000135,0.07858617603778839,1.2868379354476929,-0.3346276349017992,4.312587101337448,1.2321483731258196,-1.6681518942901241,0.5095298353909465,0.26695679012345686,101.25648945473249,2.2825824692530556,135101172.01109508
2-2941599-000131-000141,0.0004450135165825486,0.31886935234069824,-0.3677768702082065,4.469098451967593,1.7737826865650934,-3.9499181538899752,0.44793764467592595,0.062371238425925936,47.7035062210648,2.5159295140831563,99591877.09372036
2-3048829-000155-000205,0.6621124148368835,3.496084690093994,-0.3810731436525596,3.6243244212962957,1.5768914016430498,-1.0617193227358224,0.4019265046296297,0.2756545138888889,36.816347800925925,3.494386431944725,51142663.15640494
2-3138116-000041-000051,0.005753223318606615,0.3051522374153137,-0.3197594023498588,2.7730588734567903,2.215924975770705,-2.019626322820216,0.4346925925925925,0.06156481481481481,81.40880277777778,2.556410906728584,140594852.90584868
2-3201662-000017-000027,0.31252700090408325,0.9411399364471436,-0.37145738865754985,2.9794251757544585,1.7002353429368673,-0.40027492190179265,0.6693128429355282,0.12610896776406036,101.17536608367628,3.321169149176233,51388433.03889369
2-3274786-000141-000151,0.0008692428818903863,0.0800606831908226,-0.48989601756108514,3.232924382716049,1.2493861335048162,6.846052575073366,0.06557377049180331,0.9049876037239432,2.0970109795587937,1.1454511907381684,4150165.1471595312
2-3382615-000110-000120,0.008137899450957775,0.26557064056396484,-0.2941423216358217,1.1836230208333334,2.0171436976511146,-2.246681549045139,0.4416506944444443,0.03028680555555556,146.18888611111112,4.522593184489649,15433067.865538573
2-3545880-000129-000139,3.7134805097593926e-06,0.048834674060344696,-0.3707915206000405,3.8170543981481493,1.787465194744472,-1.3147874653539238,0.4805078378817414,0.13474354288499027,56.77764782326187,2.6609801677143152,90949576.07475679
2-4290449-000124-000134,0.052947163581848145,0.4074603319168091,-0.4640611100130109,2.348181749131944,1.6946154009636842,-1.2530749871148004,0.827115162037037,0.03202763310185185,67.56815610532406,5.580981829400874,1310078.4405285704
2-673325-000200-000210,0.0057172891683876514,0.7569586038589478,-0.3546452750739038,2.34709496855346,1.832872276887464,-1.0063918327437116,0.6624276729559749,0.06852987421383647,111.96025157232705,2.4666037078118146,184135860.37668046
3-1065435-000215-000225,0.012269279919564724,0.11232563853263855,-0.3483315286938432,1.8947582304526753,2.2395160056976824,-2.5671116665952223,0.5525491540923639,0.007938957475994513,80.51858139003201,2.9604146411812042,55633528.81106425
3-1558545-000045-000055,0.11077920347452164,0.775596022605896,-0.2944168000151248,2.6342973090277773,1.948227806808781,-3.2920305926287625,0.5627604166666668,0.06737268518518517,149.74172164351853,10.880211127033677,10533346.078781888
3-1734827-000002-000012,0.00026858545606955886,0.036644741892814636,-0.390646657205129,2.3412144097222223,2.2373131853336314,-2.499729085286458,0.5485430555555556,0.04010902777777777,52.36561388888888,5.310114859364645,8189941.826911634
3-1885739-000103-000113,0.058655835688114166,0.5455130338668823,-0.32384929104405563,3.587852407407408,1.5504384784545084,-2.9230347179783958,0.3426910493827161,0.3868512345679011,122.86005925925922,2.473178004927389,401468675.0074108
3-1984284-000048-000058,5.198183217203223e-09,0.0001869537663878873,-0.49482521511538097,2.998886319444444,1.306801748403299,7.583001042534719,0.8600722222222221,0.09570972222222224,2.0956305555555557,0.5488245735977103,1717565.5715372225
3-2037030-000139-000149,0.07990851998329163,1.1178267002105713,-0.32738867109443986,3.0254992897727275,1.816632113596672,-3.4506311612215916,0.5652869318181819,0.12361647727272727,125.16618181818181,4.3089510647579425,91458717.48296234
3-2147587-000100-000110,0.09464214742183685,0.8905729055404663,-0.34760211622372944,4.302520029578189,1.3082413789514666,-1.5395875541530035,0.5286326517489713,0.18833622685185183,49.81388342335392,2.883906528998916,13731933.504105581
3-2288797-000050-000100,0.012072449550032616,1.1154704093933105,-0.3189754059176966,1.1004519675925926,2.1588106109653866,0.26281297110098306,0.5043504050925925,0.17998842592592593,81.01350260416666,3.651209011935715,6198030.747107662
3-2384563-000145-000155,0.26002970337867737,1.1065547466278076,-0.32411431059309576,1.4530345052083335,2.0944183714366846,-2.4606209554036464,0.7089257812499999,0.030034722222222223,65.25625072337964,8.212149481215558,5401209.1173135005
3-3049195-000021-000031,0.17244935035705566,1.369014024734497,-0.25695978698273897,6.943628713348768,1.3507028100065768,-6.220102175363297,0.0,0.888838091563786,62.07015753600823,10.141247306532831,5119385.309787833
3-3138260-000103-000113,0.017405493184924126,1.1498751640319824,-0.38486912928654476,4.791731857638889,1.2167051248325806,-4.428337917842159,0.10161168981481482,0.5311278935185186,47.57329108796295,9.28000179583323,17984701.922160987
3-3249085-000020-000030,7.19660761205887e-07,0.00142933358438313,-0.3859646810214949,3.511558709490741,1.3289667784013985,-3.9820698556857645,0.01228993055555556,0.8640827546296296,26.95208275462962,9.580319034693657,14307878.299220573
3-3277673-000123-000133,0.020217284560203552,1.2098252773284912,-0.35266220406409376,5.282554180085882,0.7258888180937584,-4.9860697959125915,0.11222238996242619,0.6525576187600644,37.14104015700484,3.472936948710558,75350135.00188026
3-3383278-000102-000112,0.003758886829018593,0.3586399555206299,-0.2701424169302053,3.2688194733796303,2.259536622027793,-3.9698699130135995,0.3525688657407407,0.08652604166666666,116.35936226851852,3.34127024248985,100889708.76172525
3-3545880-000141-000151,2.827688455581665,3.147146224975586,-0.38232266614034577,2.9922778589993495,1.846893844288001,-0.784916971564836,0.6069576429499676,0.06813779239766081,66.84992385477581,2.3311011252361205,84940748.88922398
3-4290449-000002-000012,0.0548393540084362,0.48087745904922485,-0.46323822810358156,2.434631655092592,1.6812360331046772,-1.323113045247396,0.8029239004629627,0.04489293981481481,65.68378544560186,5.264500571879081,1737382.7266820306
3-673325-000005-000015,0.13210594654083252,0.5615839958190918,-0.3077809334698588,2.8182889937106914,2.012126158378178,-3.198322121167454,0.1937279874213836,0.34857704402515727,124.51396540880502,12.636148074475113,80146601.85508509
37-1238784-000000-000020,0.07491520792245865,2.108217239379883,-0.39855729888370456,1.324669231244593,2.1235336244959644,-2.1222042240703405,0.5782269651464592,0.025187708565072298,65.81043675071068,9.01877490978733,2828210.55305041
37-1238784-000232-000245,0.0003739111125469208,0.04303448647260666,-0.4449598828383737,1.8053320529755286,1.8086777111811077,0.6902271954370591,0.8534905682239525,0.005328258249907302,49.82537657582499,2.43544439922601,4714536.109420425
37-1574202-000010-000020,0.032939378172159195,0.6367343664169312,-0.39970481968007193,2.4535266049382716,1.611019467197225,-0.3944557512538587,0.8805361111111111,0.011895370370370372,123.89723672839507,4.165577539553392,17415998.62848908
37-1756772-000000-000012,8.514148066751659e-05,0.053938716650009155,-0.352163700330194,2.5086798611111103,2.0284206142123944,-2.7723205197482637,0.6088987268518518,0.08044212962962963,80.63647222222221,6.06325237058523,38368147.81360031
37-1915618-000147-000200,9.81071571004577e-06,0.1107020229101181,-0.34643271587202695,3.0026000368265993,1.8851354542586194,-2.0179323431252634,0.726892361111111,0.020343013468013472,178.9817308501683,10.251933081391801,13194257.957672494
37-1987331-000244-000307,1.5359395742416382,3.8109078407287598,-0.3425512961908785,3.76449343794792,1.2543069655238896,-3.9976435063959483,0.25986962162233906,0.4537819517439083,46.07330196222858,5.802417436998064,13226090.60090037
37-2049846-000000-000016,0.028112787753343582,1.100251317024231,-0.4217199934260428,2.399510258079594,1.6399754549906589,-0.3753137393962294,0.8846578136128918,0.008097678507834757,110.11118901353278,4.625282203339715,7279704.9267663695
37-2154596-000048-000106,0.0007800826570019126,0.367925763130188,-0.41150009567616475,1.912992412580236,2.202933453508941,-1.8323739505488232,0.6983677601134497,0.01412967420510524,42.26710703090012,2.662067506969691,12641287.27408818
37-2154596-000144-000204,0.19193732738494873,3.7177746295928955,-0.35718036172184425,1.5696371057402845,2.436789538422827,-2.821546736560107,0.4187899818691844,0.09369120313355227,63.70012015941433,20.094789928540244,1250983.3301832608
37-726546-000107-000130,0.04894234612584114,0.787680983543396,-0.36867828297035016,3.902683443829958,1.458399683349633,-4.149586210791745,0.2691851845682303,0.3531816364605544,35.061161963619405,3.88832626222256,24385990.68480682
37-726546-000244-000306,0.004561287350952625,0.2816683053970337,-0.3734879828440825,4.759844080012672,1.9890823469867127,-4.6814343314658275,0.1026951034919741,0.2624102365530836,28.41247623908759,4.377216376548938,35634370.65492565
38-1574202-000031-000045,0.0011891376925632358,0.19122925400733948,-0.4207676340133733,2.456176951058201,1.5026510942668934,1.2468321736524464,0.9369911816578483,0.005352733686067016,136.4369025573192,4.944788149056485,3593816.022572815
38-2552691-000010-000016,0.13154330849647522,1.2395522594451904,-0.4044228517647404,3.1478289609053487,1.4558215846582545,1.065453442751199,0.6187941529492458,0.11573131001371742,81.21002014746227,,108359031.33585623
38-3299671-000000-000015,0.006231274921447039,0.7918351888656616,-0.3599350775908939,3.1680394890260644,1.5529859307755856,-0.7138603138395927,0.6336325445816188,0.10424759945130317,98.2415430384088,2.775491542836471,94659697.85641418
38-389503-000020-000033,0.05719895288348198,0.5135188698768616,-0.3208347887530721,3.325608105929393,1.862124640133373,-2.9615180620157493,0.49007660487912735,0.11559482790389153,64.40482315927183,7.898492297181135,6624499.529621736
38-4691871-000022-000030,0.0505623035132885,1.0606446266174316,-0.36990144423066124,4.771903472222223,0.7964353576201437,-1.595646267632379,0.28474913194444434,0.5497256944444444,38.67580034722222,2.3627126820373623,188428187.76160306
38-4864353-000006-000018,0.009785248897969723,0.7290113568305969,-0.39548886754139473,2.713927875243665,1.6923486239355763,-0.30174685625252157,0.7041691873361566,0.11959064327485383,49.118277374470665,5.217119736467444,59520249.470079094
38-4864353-000040-000050,0.29306092858314514,1.598874568939209,-0.39301382562454185,1.7347197348115657,1.8519786008784287,0.288941696870938,0.8668971328784925,0.010717186484730344,58.35493725633528,6.135329665537834,2146285.5033491584
39-1574202-000053-000102,1.5467307567596436,1.4382283687591553,-0.38292219259314586,2.899015750805153,1.4511556111519952,-0.18076237220293281,0.796459675254965,0.08375570316693505,107.33059916800856,5.075695167533048,16990953.760765266
39-1756772-000000-000018,0.0072774263098835945,0.3335622549057007,-0.35756338921773345,1.0367437114197529,2.034654847110493,-2.419142231385031,0.35891666666666666,0.12121604938271603,83.6556072530864,6.875110443855866,1773486.1056383639
39-2049846-000030-000052,0.007351415231823921,1.222784399986267,-0.38416063124371835,2.351891245332154,1.709846336825534,-0.35776998012070954,0.7926657494758911,0.022781340081236896,105.97380580942084,2.4963726680588167,71469590.88568117
39-2154596-000042-000052,0.3686046600341797,1.3623987436294556,-0.3549089653710707,3.74605351156267,1.1718390468043403,-4.1357648474114415,0.033122947454844016,0.8492563799945265,19.9801095545977,7.33348126962991,28080173.21943751
39-2289400-000000-000013,0.005332121625542641,0.6403720378875732,-0.41170133448313606,2.843785211894587,1.868495598210801,-0.627783946954016,0.7301718304843304,0.016209935897435888,66.0531254451567,3.5825462971355293,31012866.39473278
39-2397665-000024-000033,0.0004898126935586333,0.06680937111377716,-0.3645548952834668,2.1088107288159375,1.606192843040364,-2.6761679520903474,0.8425505050505048,0.003435746352413019,157.10891694725026,9.32967547256999,1078461.482858067
39-2739984-000000-000015,0.0003832991642411798,0.05747609585523605,-0.3156336172266725,1.7166065779320985,1.9703403347654376,-2.6303233194986984,0.6284341242283951,0.054293981481481485,138.25302324459878,3.5335468185468475,42374196.54781466
39-2877239-000014-000030,0.001312335836701095,0.12321770191192627,-0.3281764018468528,2.0687272673314347,2.030990421558591,-0.468511452707048,0.7514001661918329,0.013590337132003798,112.38695512820512,5.857011214034897,19582428.747532614
39-2982995-000053-000109,0.1358562558889389,1.4853332042694092,-0.31250603319956854,4.938965020576133,1.6298847356208899,-4.887240618770898,0.13200086805555558,0.3907634066358025,58.33774546682099,3.5591117219854085,83306831.39865358
39-3397859-000004-000013,9.780250547919422e-05,0.056896962225437164,-0.4670458950592759,3.3846158288043484,1.222431849067438,4.919680028117449,0.015184178743961352,0.9662537741545895,10.822632095410627,0.7630424123533628,27858465.20982386
39-389503-000011-000024,0.21758480370044708,0.7166818380355835,-0.37737380776716917,2.3071313822044517,1.8101464516573345,-2.3774452666516583,0.8343828309257076,0.021128528522995283,89.01385382886203,10.37590905479301,3352512.0631161453
39-4699043-000000-000010,0.03859920799732208,0.8701829314231873,-0.29055751229335075,5.282088511208577,0.839872877962391,-5.111679756665244,0.053461054256010394,0.7382137345679013,68.5340277777778,3.7771152346196946,67900109.0553241
39-4868546-000056-000112,0.0009341948898509145,0.19281843304634094,-0.4125775338964513,4.235951604438447,1.0112247281543718,2.3003483021176963,0.3951298295596541,0.2987910481331534,64.97630204428452,2.649186507995892,94759355.67927098
4-1065435-000034-000044,0.05152082443237305,0.5686639547348022,-0.3707895649035262,0.931805269775949,2.501463254312256,-1.954851382101624,0.3553955189757659,0.006384316415180612,64.74298125285779,2.5225021653662822,55851474.85206447
4-1571353-000007-000012,0.01666511408984661,1.1236844062805176,-0.3579845053189304,2.7375019364316233,2.154049623051294,-0.6190167847723032,0.5105608974358974,0.06371127136752136,82.79620726495726,2.1120835440290477,129969336.4478248
4-1734827-000000-000021,0.0034816728439182043,0.4174169898033142,-0.35239907550473853,5.20300085167715,1.9401296843257347,-5.0698027113428665,0.3280516247379455,0.054225628930817636,49.46736471436059,10.178105830065888,2919244.0038527357
4-1888229-000118-000128,0.00027571359532885253,0.10503649711608887,-0.35425302772011963,4.363558472222221,1.8057763481186277,-1.088746281250001,0.39984583333333323,0.1251944444444444,67.65701250000001,2.6642162737980857,105292140.41045249
4-1984312-000131-000138,2.730898449954111e-05,0.019245194271206856,-0.4834914856172958,2.995809220679012,1.2927021592678198,6.882391756787709,0.7624228395061728,0.0912596450617284,12.890597993827159,,28614570.12201748
4-2037030-000000-000012,0.042956773191690445,1.794701337814331,-0.3304288727201078,3.0310814393939407,1.805311162877951,-3.492020168235084,0.37418323863636366,0.27944128787878786,81.0085984848485,3.501239088723761,120994853.1202417
4-2147587-000115-000125,0.04057929664850235,0.5579837560653687,-0.34216559365921945,4.399980822402263,1.7583496824879579,-1.7122873712987081,0.4257568158436214,0.2275736239711934,90.51639435442387,3.483322255633011,31853696.479349192
4-2384563-000023-000033,0.033000361174345016,2.3221421241760254,-0.34187323701600897,3.3368679470486113,1.972769120399188,-3.2267054635507093,0.5588295717592592,0.08212094907407406,57.16354311342594,6.276273266586146,15598629.681681322
4-2527484-000050-000100,0.1761307567358017,0.8516026735305786,-0.3702910258207258,3.3227357986111103,1.4885251097303267,-0.4339054331597228,0.6555187499999999,0.1203423611111111,93.0433055555556,4.181571348172961,53020326.02945773
4-2814099-000035-000045,0.41644400358200073,3.2112221717834473,-0.35718229587002553,4.1980900977366264,1.6297693327431055,-4.241101012409979,0.3863045267489712,0.2553317901234568,44.26598019547325,3.6426607412137435,100360226.70475394
4-2944862-000023-000033,1.528882762613648e-07,0.0019706436432898045,-0.40682340666647326,4.144928993055555,1.529102460717508,1.0077904828559028,0.14955069444444447,0.5256972222222221,37.61467430555555,2.2550307553853526,170640362.51521578
4-3049195-000031-000041,0.008533013053238392,0.8851161003112793,-0.26372061051604184,3.7868972157921816,1.4804153682897836,-4.312442530703446,0.14264821244855966,0.4886445473251029,72.87271251286009,4.037349794901668,64691908.81165531
4-3138534-000100-000115,0.47123515605926514,1.9107266664505005,-0.3255869561788717,2.133182233796296,1.8902630597134484,-2.5795517134452166,0.7559753086419755,0.02831481481481481,160.24802199074074,4.92644742768254,56926972.398291394
4-3249085-000117-000128,6.854320417915005e-07,0.0017372833099216223,-0.3859881618951929,3.5227281933922576,1.3279419341072893,-3.987964789496528,0.018932028619528623,0.8365372474747478,26.9713952020202,9.538972384276507,14772160.300503725
4-3281820-000206-000216,0.00511347409337759,0.2666570246219635,-0.29060135999397435,4.370746030454283,1.8714495666105442,-4.61805145235415,0.35915889033564813,0.15890661168981482,82.99235387731483,6.298550786818128,23160713.70630638
4-673325-000206-000216,0.2660808563232422,1.4399378299713135,-0.3806872916046614,2.192905031446541,1.6060541794426306,-1.5585764504716983,0.9227138364779874,0.006833333333333334,156.5261179245283,3.836020291147007,11856108.560132077
42-1766845-000011-000020,0.02288956753909588,0.6684192419052124,-0.4068983829038855,2.8704716303661617,1.6292991604501756,-3.182932164171007,0.7609911616161615,0.04261916035353535,72.70805082070707,6.250108066909498,14111875.247161759
42-1766845-000050-000059,0.0007297453703358769,0.18434546887874603,-0.41342691393509673,2.354964251893939,1.915728782090962,-0.2247587493588228,0.7161647727272727,0.038233112373737374,43.86638257575756,1.8980282690972106,102997047.68964657
42-1915618-000110-000127,0.0019545217510312796,0.12224269658327103,-0.2701261734127003,4.995796067506459,1.9536075819219527,-4.695744270454821,0.22309512273901808,0.10905281007751934,102.83807210917313,15.013369620541965,8216958.603327259
42-1989185-000046-000102,0.0002395224291831255,0.03750338405370712,-0.4886434433411903,3.093776204427082,1.326684146902257,7.205808285861541,0.8122764756944446,0.14122829861111116,16.792825520833333,0.4702338008878395,26073414.108173948
42-2049846-000145-000200,2.973842310893815e-05,0.10332123935222626,-0.334296353588292,1.7686544536072528,2.1992148182468014,-0.23783215204874747,0.47332311559606477,0.02761426384066358,98.22880949797454,2.652864939827093,87771726.40542643
42-2049846-000247-000304,0.024129411205649376,0.427257776260376,-0.346206733409048,1.999090989689193,2.16936820149882,-0.4706079198739077,0.5718368902439024,0.020490610179539293,73.79140267721039,3.1670127090479663,62995185.00193888
42-2154596-000027-000038,0.011368712410330772,0.3048695921897888,-0.37308220443046963,1.6590453764519861,2.0037756260188897,-1.248043251093741,0.7511292799367513,0.013725825579273857,64.44554825761723,5.772423090787283,47148566.497080564
42-2154596-000118-000130,0.0030727856792509556,0.09406392276287079,-0.3698822573812048,1.746783325547817,1.8384081525145832,-2.817704903282656,0.8753383160636429,0.009551058830190817,89.2860281835683,10.40096091402662,7522985.527555225
42-2289400-000211-000237,0.02134086936712265,0.5661967992782593,-0.3921074386938647,1.8611640068554136,1.8297445809366137,-0.16952597510183023,0.7194399928774929,0.026862313034188033,92.76016871438745,3.55002837233905,9657898.22608339
42-2397665-000151-000200,0.0877574011683464,0.5666738748550415,-0.2666762674382273,6.374513275112233,1.2943601104526117,-5.870573121624227,0.031165474186307517,0.6028780864197529,85.31050960998877,7.308098270273604,12127054.596842134
42-2553670-000200-000215,0.00015302827523555607,0.07283810526132584,-0.27312215149326446,4.419953935185186,1.622283575104937,-4.557309709201388,0.21966049382716038,0.22027469135802474,100.96051080246912,4.7507311431294195,40945563.29839778
42-2754180-000122-000135,0.07030047476291656,0.6171308755874634,-0.39041219712139746,2.784912890478862,1.5817385063889053,-1.051278503276399,0.7431556303778525,0.09035260007482229,62.65924639917695,2.9055798836688824,55457179.792031065
42-2879712-000020-000043,0.0013871523551642895,0.4467524290084839,-0.33263359205399373,3.8222805937256945,2.0368815951983033,-1.5518894940746273,0.4857402126004667,0.1383264194970184,91.13838367470403,4.76554269852275,40628362.13368354
42-2982995-000022-000036,0.011821064166724682,0.4664049744606018,-0.32291381006825154,3.928389247134039,2.1143361286090383,-4.063995267719358,0.274255033803645,0.14120921516754853,76.32112929894181,3.536551790065954,73626409.95572434
42-3176092-000214-000224,0.00034315555240027606,0.12335780262947083,-0.38895209785939244,2.3679850000000005,1.6437045140061877,-0.2406949008246534,0.8427041666666666,0.02614305555555556,83.32273680555556,2.2885760539480655,95437744.3930666
42-3398864-000105-000116,0.0835847333073616,0.33934885263442993,-0.4121681098183977,2.3566469907407406,1.6642193670526952,0.204443890255272,0.8555787037037037,0.05077803497942387,52.24457947530865,4.266281139206876,22477124.120331742
42-3586495-000029-000041,0.0010032521095126867,0.06895115226507187,-0.3131789557430574,5.791263888888889,0.613201550723864,-5.157194435838721,0.07200191570881226,0.6322850814176243,70.82765265804599,2.091255679867701,263318736.60719132
42-3954629-000034-000047,1.634883165359497,1.3862065076828003,-0.3859493124059087,2.3987529296875,1.6922000586306543,-0.09651456417507678,0.664084743923611,0.0601443142361111,108.89342719184029,4.159026804452561,46366847.30043643
42-4707490-000009-000019,0.4137142300605774,1.7431057691574097,-0.4099612210663297,4.261781189083821,1.3837054283603696,-1.3664172831257113,0.41734080571799864,0.25778508771929826,40.97718587556855,1.7292640891688258,244748804.40974632
42-4881944-000013-000028,0.18406859040260315,0.6371092200279236,-0.34902676142277356,2.313178233972277,1.5798382843897858,-3.084220380988399,0.8410135098548842,0.06791612518951701,206.83780796512886,9.524228857806257,7484413.047405102
